id,Predicted
0,5.393
1,6.45
2,5.709
3,4.976
4,5.0845
5,5.989999999999999
6,5.2715
7,5.494999999999999
8,5.157500000000001
9,5.977500000000001
10,5.705499999999999
11,5.386000000000001
12,5.954
13,7.710000000000001
14,6.342499999999999
15,8.279
16,6.106999999999998
17,5.855
18,5.9615
19,5.141499999999999
20,6.298
21,5.098000000000001
22,5.7165
23,5.6575
24,5.018500000000001
25,6.566000000000001
26,5.5275
27,6.0465
28,8.094
29,5.416500000000001
30,5.877
31,5.436000000000001
32,6.078499999999999
33,5.219500000000002
34,6.192
35,4.941000000000001
36,4.854000000000001
37,5.0305
38,6.900000000000001
39,5.424
40,5.2885
41,5.332500000000001
42,6.411499999999999
43,4.8655
44,5.894500000000001
45,5.4485
46,5.231999999999999
47,5.327000000000001
48,5.4905
49,8.166
50,5.3785
51,6.220999999999999
52,5.511500000000001
53,5.7655
54,4.844499999999998
55,5.7675
56,5.4245
57,5.6445
58,5.826500000000001
59,4.8085
60,5.839499999999999
61,5.9595
62,5.0615
63,5.0619999999999985
64,5.445000000000001
65,5.640000000000001
66,6.9415
67,7.2935
68,6.9365000000000006
69,5.228000000000001
70,4.946
71,5.6209999999999996
72,5.1899999999999995
73,6.4030000000000005
74,5.167000000000001
75,5.3305
76,6.2795000000000005
77,4.984
78,6.4815
79,5.2105
80,5.8519999999999985
81,5.248000000000001
82,6.627000000000001
83,5.6415
84,5.077
85,5.402000000000001
86,5.5085
87,5.438
88,5.404499999999999
89,5.201
90,5.425000000000002
91,4.732
92,5.9305
93,5.527
94,6.393000000000002
95,5.319
96,5.348999999999999
97,5.305999999999999
98,6.3485
99,5.0415
100,6.6290000000000004
101,5.301999999999999
102,5.3340000000000005
103,5.243999999999999
104,5.460999999999999
105,5.34
106,5.6290000000000004
107,5.7585
108,6.046
109,4.8425
110,5.9565
111,5.7364999999999995
112,4.975000000000001
113,5.629499999999999
114,6.958499999999999
115,6.304499999999999
116,5.534000000000001
117,5.797499999999999
118,6.2495
119,6.529499999999999
120,4.987500000000001
121,5.105500000000001
122,4.971
123,5.556500000000001
124,5.9075
125,5.321999999999998
126,5.155500000000001
127,6.1819999999999995
128,6.118499999999999
129,6.3475
130,5.216499999999999
131,6.587000000000001
132,4.908000000000001
133,6.467999999999999
134,6.0615000000000006
135,5.730499999999999
136,5.2215
137,5.4825
138,5.358500000000001
139,8.275
140,5.3585
141,5.453999999999999
142,5.978999999999999
143,5.1785000000000005
144,5.261
145,5.991
146,5.635
147,5.811
148,5.701999999999999
149,5.702
150,5.889499999999999
151,5.108
152,6.461
153,5.266
154,7.213999999999999
155,5.5625
156,4.8645000000000005
157,6.4315000000000015
158,5.2165
159,6.252
160,5.3279999999999985
161,5.625000000000001
162,5.827499999999999
163,5.3325000000000005
164,6.323999999999999
165,5.1105
166,5.038500000000001
167,5.215000000000002
168,5.203500000000001
